utterance,intent
"영원히 잠들면 좋겠다는 생각이 순간적으로 들어서, 약국에서 처방 받은 수면제를 한꺼번에 다 먹었어.",자살충동
전화가 오면 돼 긴장되는지 모르겠어,불안
키키 나 컴퓨터실에서 맨날 몰래 했는데,일상
모든 게 우울하고 짜증이 나면서 진짜 많이 우는 것 같아,슬픔
맞아. 넷플릭스에서 가장 높은 점수가 나왔다고 하더라고.,일상
자기 생각을 제대로 말하지 못하는 사람들만 보면 너무 답답해.,초조함
아... 역시 앞에 접촉사고가 났었네 어쩐지 막힌다 했네,일상
창문쪽 아니면 나 버스 아예 못 타!,일상
남편이 막말을 한 걸 생각하면 모든 게 허망한 것 같아,슬픔
의욕은 없는데 초조한 맘만 커서 누가 무슨 얘기를 해도 집중이 안 돼,초조함
엄마랑 오빠가 둘이 똑같이 생겨 가지고 편 먹고 나 괴롭힌다구,일상
응 우리 집 거에 올리려면 삼 만원은 줘야 할 듯.,일상
육아에 지쳐서 잠이 많아졌다고만 생각했어요.,피로
낯선 사람이 옆에 있으면 진정이 안 돼,불안
"근데 그걸 꼭 지가 도와줘야 해? 과에 남자 지밖에 없대? 아, 짜증나.",초조함
팔에도 힘이 빠지고 그랬어요.,피로
닥고약기잖아 한국 음식,일상
멍청하게 살아온 내가 너무 한심스러워,자존감저하
제가 다 벌어서 쓰겠습니다,일상
잠들기 전에 진짜 슬픈 것 같아,슬픔
얼마남지 않았으니까 조금 만 더 힘내자 화이팅!,일상
근데 못 버티겠더라.,무기력
나랑 우울증이랑은 아무 상관없는 것 같은데 갑자기 남편이 너무 밉고 눈물 나와,분노
대부분 인디 게임이라 크게 주목을 못 받는것 같아서 아쉬워,일상
주의 집중도 잘 안돼요. 누가 불러도 잘 모를 때도 있어요.,집중력저하
입덧 때문에 무기력해졌어,무기력
아니 안 바르면 좋은 거 아닌가?,일상
근데 뭘 하고 싶어도 몸이 안 따라주니까 사람 환장하죠.,피로
하루하루가 후회의 연속이야.,죄책감
4인실이래요 걱정돼요,일상
젊은 아가씨들보면 내 인생이 미련한 것 같고 답답해,우울감
인생이 하찮게 변한 것 같아요,절망감
누가 내 밥맛을 뚝 떨어트린 것 같아,식욕저하
사실 그냥 별로 먹고 싶다는 생각이 안 들어요.,식욕저하
몸이 예전같지 않으니까 뭘 할 수가 없어요,불면
집중력이 없어서 아무것도 안 하고 싶다,집중력저하
내가 옷 사는 쇼핑몰에서 직원가 행사를 한대.,일상
너무 고단해서 눈을 뜨고 싶지가 않아,외로움
다행이네 아침부터 길 막히면 피곤한데,일상
한사코 괜찮다고 하셔서 얼마나 속이 상하던지.,슬픔
가만히 앉아서 뜨개질 같은 것도 못 하겠어,초조함
직장 동료가 차를 줬는데 폐차 수준에 과태료까지 붙은 차라서 정말 화가 났어요.,분노
난 정말 거지같이 보잘것 없는 인생을 살고 있어.,자존감저하
내가 느끼기에 요즘 독선적인 거 같아요,감정조절이상
응 키키 달고나도 열풍임,일상
지금 애들 무슨 학원 다녀?,일상
그 정도까지는 아니라고 생각했는데 요즘 너무 힘들어서,무기력
자꾸 남하고 비교하는 나도 웃긴 것 같고 그냥 요즘 되게 의기소침 해.,자신감저하
모든 걸 그만두고 싶을 정도로 슬럼프가 심하게 왔어,피로
몸이 안 좋으니까 맘이 자꾸 약해지는것 같아요.,자신감저하
힘도 엄청 센데 주인이 제어를 못하더라 너무 위험했어,일상
축축 쳐지니까 계속 누워있게 되는 것 같아요.,피로
아 근데 내가 하는 주기를 짧게 해서 그런 걸 수도 있어 키키,일상
할리 갈라 키키 할리갈리 진짜 재밌는데 우리 다 같이 하자,일상
그건 어느 누구던 좋아할듯 키키,일상
제 편이 한명이라도 있었다면 그런 선택은 하지 않았을거에요.,슬픔
어제는 알바하는데 정말 너무 눈물이 나는 거예요.,슬픔
진짜 그 BJ너무 소름 돋고 무서웠을 것 같아,일상
일단 제 친구들은 다 취업해서 일을 하고 있으니까 막 불안해서요.,초조함
그러다가 꼭 술먹고 난리치는 어른들 나와서 참 애들보기 민망해,일상
저도 그러고 싶습니다,일상
회사에서 대학을 보내줘? 처음 들어 봐,일상
난 어릴 때 많이 키웠었다 키키,일상
나도 정말 내가 답답하다.,죄책감
역시 행복하게 사는 친구야,일상
무신사 아 나도 많이 사긴 했었지,일상
좌절할 일만 생기니까 너무 지치고 힘들어,절망감
계속 얼 빠져있으니까 일할 때도 엄청 실수 해,우울감
귀찮네 키키,일상
겨우 자도 금방 깨고 그러니까 하루 종일 피곤하고,불면
무리를 많이 한 것도 아닌데 자꾸 눕게 돼,피로
울다가 지쳐서 잠들기도 했어.,슬픔
응 멀리보고 살빼야해,일상
토종꿀이 좋죠,일상
키키 아 앜 키키 아 웃겨 진짜 키키 개웃기네,일상
일단 이번주에 신청 기간이니 잊어버리지 말고 신청 부터해,일상
아 진짜 우리도 그렇게 되는 건 아니겠지,일상
무슨 마케팅 관심있어요?,일상
네네 색 진짜 잘 뽑아요,일상
전생에 나라를 구했겠지 하하,일상
마자 어느정도는 베이스로 깔고 가겠지 키키,일상
잠을 자도 잔 것 같지 않고 낮에는 병든 닭처럼 비실비실 해요.,불면
일이 쉬우니까 더 의욕이 안 생기고 우울해지는 것 같아,우울감
항상 우울하고 기운도 없고,우울감
얼마를 모아야 결혼을 할 수 있을까...,일상
초기인데 벌써 낮 밤이 바뀌어서 개 힘들어,우울감
슬럼프 와서 회사에서 맨날 놀아,피로
피곤하고 몸이 무거워서 지각하는 일이 많아졌어,피로
매일 집에서 컴퓨터만 해.,무기력
야스 했지요,일상
새벽에 자주 깨요.,불면
왜 이렇게 겉도는 걸까,외로움
오 앞머리가 있으신구요 관리 힘들지 않나요,일상
멍해진 이유는 딱히 없어,우울감
남편때문에 뛰어내리고 싶단 생각만 해,자살충동
뭔가 그래도 타당한 사유가 있지 않을까...?,일상
아 그치 옛날에는 그렇지 뭐,일상
그렇구만 키키 유전인가,일상
정상 체중보다 한참 넘었는데 이유를 모르겠어,식욕증가
약간 거슬리는데 좀 이뻐,일상
이제 직장인이면 향수 어때?,일상
응 맞아 솔리드 종류 너무 많더라,일상
넌 여행계획 어떻게 짜는 편이야?,일상
응 맞아 독감은 매년 맞아야해,일상
키키 살 수 있어 열심히 살자 키키,일상
서울투어 하기로 했어!,일상
계속 못 자서 정신을 못 차리겠어,불면
미혼모라고 친구들까지 나를 비웃는 느낌이 들었어.,자존감저하
검진 받으러 가기 전에 더 신경에 날이 서,초조함
해리 포터 외전 신비한 신작 언제 개봉하는지 알아?,일상
얼마나 속이 터지는지 사람들 있는 데서 펑펑 울었잖아,슬픔
왜 힘든 일은 나한테만 일어나는건지,자존감저하
어차피 우린 우주의 먼지만도 못해,일상
3시간 이상 연달아서 자본 적이 없어요.,불면
그래 우리 열심히 돈모아서 드림카 타자!,일상
그거 내 차례인데 무너지면 내 심장도 무너지는 기분이야,일상
맞아 향도 나고 키키,일상
갑자기 현금은 왜 품고 다녀?,일상
키키 가을은 남자의 계절인데 갬성이 없구만,일상
누워 있는다고 아무것도 못 해,피로
헐 50도는 대박이네 키키,일상
이건 여행이 아니라... 일 아냐? 키키,일상
건강 검진 전에 술 마시고 하는건 좀,일상
헐 설마요 큰일이다,일상
마음이 산산조각 되는 것 같아,슬픔
공포가 심해지다가 내가 미쳐버리면 어떡하지?,초조함
오후만 되면 너무 찌뿌둥하네,피로
융통성이 없네,일상
넘 속상하다,일상
몸무게가 너무 늘었어,식욕증가
이번에 그 게임이 다시 나왔대 키키,일상
아 나도 봤는데 한번 먹어봐야겠네,일상
나는 정말 평생 연애도 못할줄 알았어.,일상
내 화를 주체 못하겠어,분노
독감백신 맞은 사람이 코로나백신보다 더 아프다고 하더라.,일상
피곤할 일이 없는데 너무 찌뿌둥하네,피로
속옷 파는 곳인데 팔에 힘이 안 들어가서 속 옷 상품을 떨굴 뻔했잖아.,피로
다행히 심각한 증상은 없어,일상
밤만 되면 외롭고 고독해,외로움
아빠가 언제 또 변할지 몰라서 항상 불안해.,초조함
살면서 한번도 그런적 없었는데 그때는 왜그랬는지 모르겠어요.,죄책감
그립다.. 이젠 그러질 못해.,슬픔
맞아 캠퍼스 라이프가 로망인 점은 좀... 섭섭해,일상
굳이 멀리 가지 않아도 좋은 여행지가 많은 거 같아,일상
잠도 잘 안 오고 그냥 가만히 있어도 엄청 불안해지고.,불면
전 주식도 공모주도 잘 모르는데 그냥 시도해보고 있어요,일상
친구들을 만나면 내가 너무 바보처럼 느껴져.,자존감저하
나는 그냥 진짜 너무 괴로워서 움직이지 못하는 건데 사람들이 그걸로 뭐라고 하면 정말 숨막히는 것 같아,무기력
얼마를 자도 계속 몸이 찌뿌둥해서 힘들어,불면
먹으라고 하니까 더 기분이 안 좋고 꼭 먹어야 하나 괜히 우울해져,우울감
너무 멀리 시집오지 말걸 그랬어,죄책감
과제가 많아서 예전에 비해 좀밖에 못 자,불면
혁신에 새로 생긴 곳...!,일상
아 헐 우승했음?,일상
엄마는 수시로 하고 아빠는 할 말 있을 때만... 키키 저나하면 왜 했냐고 해,일상
너무 고독해서 약도 먹어요,외로움
이혼했어도 그 사람만 생각하면 화가 나요.,분노
늦은 나이에 임신했는데 고향이 멀고 친정과 자주 볼 수가 없어서 너무 외톨이 같아,외로움
노친네 그냥 빨리 죽어버렸으면 좋겠고,분노
언닌 신행은 재밋데?,일상
인스타에 네일팁 마켓 많던데?,일상
제로 사이다도 있는데 호불호가 좀 나뉘더라구요 하하,일상
응 결혼식 와서 축하해줘?,일상
쓸데없는 걱정이 너무 심해,불안
근데 눈이 자주 오지는 않잖아,일상
배가 크기가 크니 한 박스 무게도 어마어마하네요,일상
아무 이유 없이 혼란스러워,초조함
일일이 신경 쓸 게 너무 많아서 자꾸 누워있고 싶어,피로
몸이 아프니까 잠도 안 오고 굉장히 날카로워지는 것 같아요.,불면
퇴근하고 집에 오면 손가락 하나 까닥하기 싫어서 밥도 안 먹고 누워있기만 해.,무기력
나도 똑같이 느껴.,일상
남들 다 보는 거 나만 안보는 중 키키,일상
"인터넷에서 보니까, 중국은 먼저 우기는게 이기는 거라고 생각하고 있대.",일상
5년이면 니도 새차네 하하,일상
샤오미 사줘라 키키,일상
아무리 귀를 틀어막아도 계속 들려서 무서워서 잠도 제대로 못 자고,불면
이 허망함은 무엇으로도 채울 수 없을 거야,슬픔
부모님이랑 살지 않는 이상 먹기 힘들어 키키,일상
티비가... 옵션이야 키키 원룸 키키,일상
왜 이렇게 희망이 안 생기는건지 모르겠어,절망감
내가 원래 애를 잘 안 혼내는데 요즘엔 정말 계속 화를 내게 돼.,감정조절이상
"일을 그만두자니 애들 학원비 감당이 안 될 것 같고, 애들은 내 맘같지 않아서 힘드네요.",무기력
나는 약해빠져서 아무것도 못해,절망감
속이 니글니글한 게 다 시댁때문인 것 같아,식욕저하
효과는 좀 보고있나?,일상
전 커서 야구좋아하게됐거든요,일상
엄마한테 가고 싶은데 보내주지 않아서 외로움이 점점 커졌어요.,슬픔
몸이 안 좋을때 특히 절망감이 심하게 들어,절망감
아니 이게 연애냐고 키키,일상
나도 키우게 되면 사랑을 쏟아야지,일상
평소에 엄청 좋아하고 자주 먹던 건데 별로 먹고 싶지 않더라.,식욕저하
요즘 머리가 안 돌아가는 느낌이야,집중력저하
하루 종일 자고 있는 기분이야,불면
맛집 찾아 가는 거 좋아하십니까? 하하,일상
나 앞으로 어떻게 해야 할까?,초조함
음 ... 개인적으로 ... 화이트는 이제 못 먹겠음 ...,일상
"공부에 제대로 집중을 못하겠고, 자꾸 멍한 상태가 돼.",집중력저하
난 그래서 아쉽지만 사랑의 콜센터로 위안을 삼고 있지,일상
너는 거기서 친구들 많이 만나?,일상
벌레가 손바닥 만하더라구,일상
그러고 나서도 계속 못 자니까 진짜 미쳐버릴 것 같더라.,불면
나 같은 사람이랑 결혼해서 만족을 못 하는 거 아닌가 싶을 때는 있어요.,자존감저하
아침에 특히 식욕도 없고 기운이 쭉 빠져,식욕저하
일하시는데 차 꼭 있어야되고 장거리도 많으시니까 매일타는데,일상
서러운 감정 때문에 힘들어,슬픔
동물은 다 금지,일상
가서 우울감이 너무 심하다고 얘기했거든.,우울감
연애를 하지 않으면 매사에 무기력해.,무기력
앞으로 어떻게 해야 할 지 너무 막막해요.,초조함
겨울옷 필수야 이제는 키키,일상
내가 못난 사람이란 생각이 계속 들어요,자존감저하
밤에 잠도 잘 못 자고 소화도 어렵고 자꾸 울적해요,외로움
밤만 되면 더 예민해져,식욕저하
우리 집 고양이가 아파 큰일이야...,일상
근데 이러고 나니까 자신감이 뚝 떨어지는 거야.,자신감저하
응 난 그때 돼지껍데기 튀김 샀는데,일상
이팩사를 먹으면 수면 유지가 잘 안 돼요.,불면
생각보다 해야할 일도 많고 끝까지 책임지지 못할거면 안 키우는게 낫다고 생각해서 잘 말 안해.,일상
잘때 렌즈는 빼고 자야지...,일상
키키 태권도를 취미로라도 남겨놓을걸 그랬러요,일상
요새 군대는 진짜 더 짧아져서 부럽더라,일상
