utterance,intent
마음으론 이해해도 엄마 취급을 못 받으니까 서러워서 술을 마셔..,슬픔
아니야 늦은 거 같아,일상
그래야겠어 마음 굳게 먹고,일상
모두 내 욕심 같아서 내가 멍청한 것 같고 어떻게 책임져야 하나 싶어요,슬픔
키키 진짜 그냥 집에만 있으니까 많이 심심하니 행아,일상
한시간 정도 도로에 갇혀 있었던 거 같은데?,일상
전치태반 판정 받고 힘이 없어졌어,피로
눕기만 하면 기절해버리는 것 같아.,피로
"잘 생각했어, 진짜 후회 안 해.",일상
아니...너무 오래된 영화이지 않아? 하하 최신영화 보고 싶은데...,일상
내 잘못인가,우울감
난 그래서 평생 후회가 된다 살좀 빼고 할껄 하고,일상
키키 안 갈 거면서 오바하네,일상
헉 8만원이나? 그래서 내가 바지를 못사고 있는건가...,일상
대탈출 예전꺼 생각보다 괜찮던데,일상
혼전임신이라고 사람들이 모욕감을 주니까 내가 너무 가치 없이 느껴져,절망감
쉬지도 않고 미친 사람처럼 먹어,식욕증가
지금이 딱 가을날씨 아닌가?,일상
어제 빌려준다고 하더니 오늘 사용해봤나보구나,일상
제주도에서 타 보려 했는데 낙마 사례 보고 바로 패스,일상
키키 사랑하면통장을털릴 수 있어,일상
그래서 수면제를 먹으려고 했어요.,불면
아니 우리 등산 가자 했자나...,일상
아침에 눈뜨면 진짜 우울한 것 같아,우울감
그치 키키 어렸을 때 했어야 했는데 뭔가 틀어졌네 키키,일상
난 닭가슴살 샐러드 먹었어!,일상
대기업이 그래야지,일상
고등학교 때부터 무기력했어. 하기 싫은 일은 절대 안 했지.,무기력
제주도에는 감자국수도 상당히 맛있다고 .,일상
세상에 나 혼자 있는 거 같다.,외로움
아이구... 오징어게임이 난리긴 난리구나,일상
나도1개는 팔기아까워서 쓰고,일상
아프간 영화는 한번도 본 적 없어!,일상
한 세 군데에 내놨을걸.,일상
든든하긴 키키 지보다 어린 여동생 돈이나 뺏음 키키,일상
근데 매직도 머리 많이 상한다던데,일상
얕은 잠만 자서 미쳐버릴 지경이야,불면
팀장님 이번 달 까지만 하고 그만 둔다고 하네 큰일이다,일상
의자만 보이면 계속 앉고 눕고 싶어.,피로
그래 코로나 터지고 배달 때매,일상
밤에 잠도 잘 못 자고 소화도 어렵고 자꾸 울적해요,외로움
우리집 가족은 그래도 저녁 먹을 때 많이 말하는 편이야,일상
"엥, , 믿고 있었는데",일상
식욕이 돌질 않으니까 어지러워 죽겠어,식욕저하
날씨 꿈이네 완전!,일상
몇 주 전부터 갑자기 우울하고 잠도 안 와,우울감
드라마를 보다가도 핸드폰 꺼내서 게임을 해요.,집중력저하
문제집을 봐도 집중도 안 돼요.,집중력저하
앞으론 일을 못하게 될 것 같아서 눈물이 자꾸 나와,슬픔
어머 어떻게 그런 말을 할 수 있어요?,일상
입덧 견디기 힘들고 서러워서 매일 비참해져,슬픔
키키 겨울에 버스 타면 패딩 때매 노곤노곤한데 불편,일상
이제 민사로 가나요...,일상
기차 타면 신경질 나,초조함
그래도 요즘 예쁜 사람들을 보면 해보고 싶다는 생각을 계속 하긴 해.,일상
폭력적이네 무섭다,일상
괜히 근손실 일어날까 봐 키키,일상
미리 결제 해 놓으면 가겠지 키키,일상
누구 놀리나 싶기도 하고 배신감 들었어요.,죄책감
평소에 술 너무 좋아하는데 못 마시니까 무알콜 마시는데 너무 속상해,슬픔
빨래도 돌리기 싫고,무기력
마음때문인지 자꾸 깬다,불면
마약한 것처럼 계속 몽롱해,불면
외로워 할 시간에 공부나 해야지 싶고.,외로움
낮잠 잘 때 특히 조각잠밖에 못 자,불면
아침에 기분이 더 다운돼,초조함
아 랑 같이 가는 출장이가?,일상
이야... 우리 언니 곧 이사 가는 집이 5억이라 할 때도 놀랐는데 5억은 무슨 껌값이네여,일상
야 너네 회사 꼬자주라 키키,일상
올해는 같이 모일 수 있으면 좋을 텐데,일상
상지는 분위기 어디든 다 똑같음 키키,일상
불안이 사라지지 않는 이유가 뭐냐,불안
그러고 보면 워킹맘들은 대단해.,일상
6개월이내에 하는거자너,일상
피곤해서 그런지 자다가 계속 움직여,불면
그 웹툰 어디서 볼 수 있어?,일상
키키 갑자기 거북이 뜬금 없움,일상
엄격하다... 반려동물에 대해서,일상
혹시 더 큰 문제가 있는 건 아닐까?,초조함
골다공증이 노인 골절 위험을 높이는 주요 원인이라네,일상
그라이 이제 일주일 기다리는 낙이 사라짐,일상
저는 제 할 일 열심히 잘 했다고 생각했는데 남는 건 하나도 없는 거 같고 허탈해요.,감정조절이상
에구 근데 일반 직원인데도 신입교육 시키면 돈 더 안주고 그래?,일상
비둘기호는 오토바이보다 느릴듯,일상
그니까. 안 받을 수도 없고...,일상
친구들이 위로를 해줘도 자꾸 내가 한심스럽게 느껴져,자존감저하
남편 생각하니까 입맛도 없고 다 귀찮아져,식욕저하
누가 나한테 쓴소리 하면 쉽게 눈물흘리고 울컥하고.,슬픔
맛집 다녀왔어,일상
맞아 얘기는 들어봤어,일상
아기 가진 상태로 얻어 맞으니까 내가 가치 없는 인간처럼 느껴졌어,절망감
손목 그어서 다 끝내버리고 싶어요,자살충동
진짜 어이없고 너무 억울했는데 어리니까 뭐라 할 수도 없고,슬픔
외국에서 와서 말도 잘 안 통하고 그러니까 루저가 된 기분이었어.,자존감저하
책을 읽다가도 화나는 일이 막 생각나,분노
임신해서 그런지 물건도 계속 잃어버리고 꿀꿀해,우울감
응 아기들 진짜 좋아해 놀이터에서,일상
살이 너무 많이 빠져서 옷이 맞는 게 없어요.,식욕저하
참 성실한 친구였기에 더 눈물이 나는 것 같습니다.,슬픔
계약은 7월 초에 다시 했어!,일상
살이 자꾸 찌니까 친구도 만나기 싫고 공부도 손이 안 가.,식욕증가
오 별로 차이 안나네,일상
목숨 따위 그냥 다 버리고 싶어요,자살충동
부모님이 오빠 집 사주는 게 속상해요.,슬픔
회사에선 화장실에서 울어,슬픔
웅웅 덜 신경쓰이기더해,일상
친구들도 나를 얕잡아 보는것 같아서 마음 기댈곳이 없어,자존감저하
하루도 몸 편한 날이 없어서 수없이 후회했어,슬픔
앜 키키 불가리스 진짜 맛있잖아,일상
사람 목소리가 어떻게 그렇게 예쁘겠노!,일상
아직 완결 안 난 작품들이 많아서 언급이 조심스럽지만 카카오에 있는 바니와 오빠들이랑 네이버에 있는 이번 생도 잘부탁해야,일상
가격도 적당하고 자세한 건 메일로 보내 줄 테니깐 좀 봐줄래?,일상
요즘 유명한먹방 유튜버가 누구야?,일상
뭘 해도 다 기운빠지고 입맛도 없어,식욕저하
드라마 원더우먼 언제 해요?,일상
하도 많이 떨어지니까 점점 자신감이 없어지는 것 같아.,자신감저하
삼성역 앞쪽에서 모이자 그럼,일상
요즘 드라마를 안보니 모르겠어,일상
나를 그냥 쓰레기통에 처넣고 싶어.,자존감저하
남편도 돌싱인데 나한테만 손가락질을 해,자존감저하
나 오늘부터 정관장 먹으려고 키키,일상
또 수면에 도움이 되는 거 없을까요,불면
다음에 나랑 같이 한번 먹어주면 안 돼? 키키,일상
힘들게 잠들어도 중간에 잘 깨고 다시 잠들기도 힘들어.,불면
키키 캠핑 세트가 뭔 말임?,일상
풀독이 그렇데?,일상
귀찮아서 그런지 나보고 알아서 잘 관리하라고 그러더라고,일상
부모님 돈으로 편하게 살고 있는데 요즘 들어 약간 좀 우울해.,우울감
PMS 기간에는 자고 싶어도 잘 수가 없어.,불면
먹는 행복이 유일했는데 이제 먹는 즐거움도 사라졌어,무기력
시어머니한테 연락하면 욱해,초조함
남편이 옆에 없으면 더 안절부절 가만히 못 있겠어,초조함
잘 먹고 다니니 다행이네! 후식은 어떤거 먹었어?,일상
보통은 이십 선에서 해주지 않나?,일상
군대가면 정리정돈을 잘 해야한대.,일상
최근부터 사기가 너무 떨어져요,우울감
어느 동네로 와?,일상
나 티비 보고 싶어요 언니 키키,일상
아니!! 윗층인줄 알았는데 아니였어.,일상
시어머니한테 갖은 구박 당하면서 우울증이 온 것 같았어요.,우울감
인턴 원서 넣어 볼까,일상
점점 위축되는 내가 느껴진다.,자신감저하
울고 있는 거 아니제?,일상
혼자 있으면 안 좋은 사고가 벌어질 거 같아요,불안
한사코 괜찮다고 하셔서 얼마나 속이 상하던지.,슬픔
아련하네..,슬픔
아이한테 미안한 게 참 많아.,죄책감
아 우리 할머니도 코로나때문이 노인정 못가시고 이러니까 심심해하시더라,일상
꾹 참다가 원망스러운 마음에 욕했어,분노
자꾸 유산을 하니까 뭔가 인생의 패자처럼 느껴졌어.,자존감저하
쇼핑도 하고,일상
기분이 다운돼서 한숨 쉬는 일이 많아졌어,초조함
아버지 저도 응원할게요,일상
우산쓰고 걸어야죠.,일상
그러면서 입맛도 잃어서 밥도 하루에 한 끼 먹거나 안 먹었어.,식욕저하
우울한 기분이 주기적으로 와.,우울감
입김 나오더라,일상
내 커리어 끊기는 거 너무 억울해,죄책감
전주천 뛰기 좋겠따,일상
자기가 자발적으로 들어 갔다가 갇힌 거야?,일상
임신기간이 너무 힘드니까 애를 원망하게 돼,분노
하루 종일 자고 있는 기분이야,불면
딱히 재혼 생각은 없는데 재혼을 해야 하나 걱정입니다.,초조함
세상에나 유형은 몇 달 배웠대?,일상
너 스킨스 봤니?,일상
나도 타 보고 싶다,일상
나도 너라는 사람에 대해 많이 알아서 좋았어,일상
생각의 차이니까 잘 조율하는게 답이지 않나 싶어,일상
대충은 빚 갚으려고 게임 하는 거에요,일상
이번에 괜찮은 강좌가 나왔길래.,일상
좋겠다 난 재수강 하나 들어야해서 20학점인데...,일상
저녁에 특히 소화가 안 돼,식욕저하
소음이 너무 심해서 살고 싶지 않아요,자살충동
오 왜 시간을 많이 잡아먹어?,일상
음... 나도 1편을 안봐서 잘 모르는 상태로 봤는데도 재미있더라고 사실 나는 디즈니같은 애니영화가 더 좋아,일상
당연히 봤지 하하 역시 진짜 멋지더라,일상
새벽에 자주 깨요.,불면
가끔은 이런 삶이 힘들다 생각하다가도 다 제 탓이니까 제가 자초한 거니까,죄책감
집에만 있었어요.,무기력
먹는 양이 줄었는데 원인도 모르겠다,식욕저하
혹시 엄청 오래된 유물은 아니겠지,일상
다음 주까지도 계속 이럴까봐 너무 걱정돼.,초조함
그래 약속할게!,일상
불안해서 다른 일에 집중이 안 돼,불안
그사람 애 있어요?,일상
그래? 한번 해볼까,일상
키키 아니야. 얼마나 다정다감한 말투인데,일상
나 오늘 탕수육 나왔는데 바삭하지가 않아서 실망했어,일상
잠 드는게 어려워.,불면
그거 인터넷에 스냅스라고 치면 나와 키키,일상
어쩐지 이유없이 불안하더라,불안
과장님도 사고 차장님도 사고 나도 사고 키키,일상
강아지키우까,일상
엄마가 보고싶어서 방에서 혼자 몰래 울기도 했어요.,슬픔
약을 안 먹으면 진짜 한숨도 못 잔단 말이야. 그냥 밤 새야 돼.,불면
원래 롯데가 봄에만 잘해,일상
보육원에 아이를 맡기는 일본인 보호자들과 대화가 원활하지 않아 답답했어.,초조함
이번에 개통된 신분당선을 타고 강남역을 가봤어,일상
키키 할아버지냐고,일상
저 어릴 때도 많이 키웠는데,일상
친구가 없으니까 쉬는 날에도 항상 집에만 틀어박혀 있었어.,무기력
일주일도 말이 안 된다고 생각해,일상
시어머니 때문에 너무 피로하고 멍한 기분이야,피로
맞아 델타변이 무서워,일상
아신전 아직 안 봤어?,일상
적립 할인도 가능하잖아,일상
검사를 여러 개 했는데도 원인을 모르니까 답답하고 우울해.,우울감
뭘 해도 다 재미가 없는 것 같아.,무기력
아주 쉬운 일도 못 하고 있어,피로
의자를 옮겨?,일상
예민해서 그런지 집안일 하는 것도 완전 개 짜증나고 다른 사람 탓하고,분노
나 빼고는 친구들이 모두 처녀라서 그런지 이상한 소외감이 드는 것 같아,외로움
외롭고 적적하고 왜 태어났는지 알 수가 없어,외로움
그럼 어느 영화관에 자주 가?,일상
부대가 어디에 있었는데?,일상
육사나 ROTC가 있지,일상
마음이 편하지 않고 조마조마해.,초조함
뭔 레이저인지 주사인지 알려줬으면 ...,일상
게임 캐릭터 풀 장착 거부!,일상
밤만 되면 성욕이 사라져,불면
이벤트가 제일 큰 비중을 차지해,일상
친구에게 가시 돋힌 말을 했던 게 너무 후회가 돼,죄책감
"말도 잘 못하고, 온몸이 굳어요.",초조함
잠을 푹 잘 수 없어.,불면
아 진심 진짜 점심때 산책 필수겠다,일상
나 진짜 당근 vip일거야,일상
키키 좋죠 제가 다 예약해 놓겠습니다,일상
"살이 2주 만에 8kg이나 빠졌어요. 누워있으면 걔 얼굴이 생각나고, 눈을 감아도 생각나고 미칠 것 같아요.",식욕저하
그래도 눈치 못 채게 나도 일부러 져서 마심,일상
알피지 게임을 해도 적적하더라,외로움
무기력해지고 가족들한테 짐만 돼.,무기력
누가 날 쳐다보면 초조해지면서 몸이 무거워져,초조함
사람 대하는게 많이 힘들더라구요.,무기력
